"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
934065,NA,"368",6,750,30.23,3,6,4,252,"Unpopular"
934149,1032100,"431",6,750,25.71,1,1,1,6,"Unpopular"
934154,1901200,"420",12,375,12.74,2,2,2,108,"Unpopular"
934158,1032100,"420",6,1750,47.24,1,1,1,24,"Unpopular"
934194,1901200,"260",4,750,39.15,1,2,1,8,"Unpopular"
934202,1032100,"035",12,750,17.25,1,1,1,12,"Unpopular"
934349,1901200,"085",12,1000,20.76,2,2,2,312,"Unpopular"
934447,1032200,"260",6,1750,33,2,3,3,498,"Unpopular"
934514,1032100,"585",12,750,18.38,1,1,1,12,"Unpopular"
934561,1901200,"434",12,750,10.5,1,1,1,12,"Unpopular"
934597,1032100,"978",12,1000,12.26,1,1,1,24,"Unpopular"
934598,1032100,"978",6,1750,19.76,14,18,17,525,"Unpopular"
934600,1032100,"277",12,1000,19.49,1,1,1,12,"Unpopular"
934623,1032200,"065",6,1750,18.89,1,1,1,12,"Unpopular"
934642,1032200,"065",12,750,11.03,5,5,5,180,"Unpopular"
934643,1031200,"065",6,1750,15,1,1,1,6,"Unpopular"
934678,1032100,"390",12,750,18.75,36,66,42,538,"Unpopular"
934679,1032200,"277",12,750,14.99,2,2,2,36,"Unpopular"
934756,1032100,"277",12,750,17.25,1,1,1,12,"Unpopular"
934827,1032100,"277",4,1750,45,1,4,3,64,"Unpopular"
934839,1032200,"115",12,750,13.13,1,1,1,12,"Unpopular"
934886,1032200,"395",12,750,14.94,1,1,1,24,"Unpopular"
934958,NA,"395",12,750,14.94,1,1,1,24,"Unpopular"
934962,1901200,"395",12,750,14.94,9,14,14,761,"Unpopular"
934988,1012200,"477",12,750,13.5,1,1,1,12,"Unpopular"
935022,1032200,"421",6,750,19.76,1,1,1,12,"Unpopular"
935025,1032000,"421",6,750,18,1,1,1,6,"Unpopular"
935111,1901200,"239",6,1750,29.51,1,1,1,12,"Unpopular"
935124,1092100,"065",12,750,9.75,3,3,3,108,"Unpopular"
935136,1901200,"085",12,750,12.86,1,1,1,24,"Unpopular"
935147,1032200,"395",12,750,14.94,1,1,1,12,"Unpopular"
935222,1031200,"065",12,750,9.75,1,2,1,36,"Unpopular"
935264,1032100,"368",6,750,15,3,3,3,78,"Unpopular"
935279,1032100,"312",6,750,20.03,2,2,2,18,"Unpopular"
935399,1032000,"391",6,750,30,2,2,2,12,"Unpopular"
935465,1032100,"267",12,1000,10.5,1,1,1,24,"Unpopular"
935466,1901200,"421",6,750,19.76,1,1,1,24,"Unpopular"
935505,1032200,"065",12,750,11.03,1,2,1,168,"Unpopular"
935543,NA,"260",12,750,18.75,2,2,2,72,"Unpopular"
935632,1901200,"267",12,1000,10.58,2,2,2,96,"Unpopular"
935662,1901200,"239",12,750,18.75,14,30,21,451,"Unpopular"
935677,1901200,"267",12,1000,10.71,1,1,1,60,"Unpopular"
935743,NA,"065",12,750,11.03,1,1,1,24,"Unpopular"
935863,1031000,"421",1,750,233.99,2,3,2,3,"Unpopular"
935961,1031000,"434",12,750,10.5,16,24,21,965,"Unpopular"
935969,NA,"277",12,750,17.99,2,2,2,72,"Unpopular"
936002,1032200,"065",12,750,11.03,4,4,4,156,"Unpopular"
936076,1901200,"492",6,1750,19.08,9,10,10,553,"Unpopular"
936097,1901200,"065",12,1000,7.88,1,1,1,636,"Unpopular"
936165,1901200,"065",12,750,11.03,3,3,3,72,"Unpopular"
936171,1032000,"368",6,750,22.5,1,1,1,6,"Unpopular"
936206,1031200,"398",12,750,17.57,3,3,3,36,"Unpopular"
936238,1032200,"395",12,750,14.94,1,1,1,12,"Unpopular"
936261,1031000,"395",12,750,27,3,4,3,96,"Unpopular"
936390,1032100,"255",6,750,44.99,5,4,4,30,"Unpopular"
936404,1032100,"338",6,750,34.25,1,1,1,6,"Unpopular"
936417,1032100,"420",6,750,25.73,1,1,1,6,"Unpopular"
936494,1032200,"395",12,750,14.93,4,4,4,72,"Unpopular"
936551,1031100,"512",6,750,24,1,1,1,6,"Unpopular"
936595,1031100,"322",6,1750,18.75,1,1,1,6,"Unpopular"
936600,1031100,"803",6,1750,11.61,3,5,5,315408,"Popular"
936608,1031200,"259",6,1750,21,1,1,1,42,"Unpopular"
936652,1031100,"290",12,750,19.08,1,1,1,24,"Unpopular"
936672,1031000,"187",6,750,27,2,2,2,12,"Unpopular"
936707,1032200,"420",6,750,25.73,4,6,5,120,"Unpopular"
936754,1032100,"255",6,750,18.86,1,2,1,18,"Unpopular"
936762,1032100,"391",6,750,38.76,2,2,2,24,"Unpopular"
936803,1032100,"090",4,50,25.28,2,4,3,24,"Unpopular"
936808,1032200,"277",12,750,14.99,1,1,1,12,"Unpopular"
936859,1901200,"421",6,1750,12.77,9,9,9,218226,"Popular"
936922,1031100,"582",6,750,22.5,5,7,6,84,"Unpopular"
936924,1032100,"065",6,750,24.75,23,56,33,369,"Unpopular"
936928,1031100,"803",12,1000,8.63,2,2,2,96,"Unpopular"
936935,1032100,"255",4,750,116.25,10,13,13,20,"Unpopular"
936966,1901200,"205",48,100,1.5,2,2,2,96,"Unpopular"
936973,1031100,"421",48,200,1.68,1,1,1,48,"Unpopular"
936975,1031100,"540",6,750,30,1,1,1,84,"Unpopular"
936981,1031100,"055",10,50,9,2,2,2,30,"Unpopular"
936994,1031100,"425",12,750,19.73,1,2,2,23,"Unpopular"
937023,1032100,"368",12,1000,34.5,2,2,2,48,"Unpopular"
937025,1032100,"368",12,1000,34.5,1,1,1,36,"Unpopular"
937042,1031100,"273",1,50,45,2,2,2,3,"Unpopular"
937053,1031100,"566",6,750,11.9,1,1,1,1812,"Unpopular"
937061,1032100,"305",6,750,18.75,2,2,2,24,"Unpopular"
937067,1031100,"055",12,1000,5.96,18,27,20,1862,"Unpopular"
937093,1031100,"577",12,750,24.9,1,4,2,252,"Unpopular"
937117,1031100,"623",12,1000,8.25,1,1,1,53,"Unpopular"
937143,1031100,"603",6,750,25.5,1,1,1,6,"Unpopular"
937144,1032100,"255",6,750,39,1,1,1,6,"Unpopular"
937147,1031100,"322",12,750,12.75,1,2,1,156,"Unpopular"
937164,1031100,"566",6,750,30,1,1,1,60,"Unpopular"
937167,1031100,"368",12,750,16.5,3,5,3,336,"Unpopular"
937180,1031100,"306",12,750,9.6,1,1,1,480,"Unpopular"
937252,1032100,"305",6,750,88.83,1,1,1,30,"Unpopular"
937266,1031100,"566",12,750,15,1,2,1,576,"Unpopular"
937276,1032100,"421",6,1750,16.14,9,9,9,6528,"Unpopular"
937332,1031100,"380",48,200,2.01,1,1,1,48,"Unpopular"
937383,1031100,"566",12,750,28.5,1,2,1,216,"Unpopular"
937436,1031100,"368",12,750,14.39,1,1,1,12,"Unpopular"
937460,1032100,"305",6,1000,24,1,1,1,6,"Unpopular"
937468,1031100,"566",12,750,15,1,1,1,360,"Unpopular"
937599,1901200,"421",6,1750,10.76,4,7,6,639,"Unpopular"
937640,1091100,"306",6,750,21,2,3,2,246,"Unpopular"
937641,1031100,"306",6,50,15,2,2,2,114,"Unpopular"
937882,1031100,"255",48,100,1.5,2,2,2,192,"Unpopular"
937983,1031100,"461",24,200,4.5,1,1,1,24,"Unpopular"
937984,1031100,"461",12,375,6.89,1,1,1,12,"Unpopular"
938030,1031100,"448",6,750,27.5,1,1,1,6,"Unpopular"
938079,1031100,"035",12,750,13.5,1,1,1,12,"Unpopular"
938081,1031000,"421",10,50,9,1,1,1,10,"Unpopular"
938115,1031200,"971",12,750,13.37,2,2,2,72,"Unpopular"
938180,1031100,"301",1,50,96,31,84,48,132,"Unpopular"
938187,1091200,"540",3,750,150,1,1,1,39,"Unpopular"
938205,1031100,"209",12,750,11.12,1,1,1,12,"Unpopular"
938504,1031100,"521",6,50,7.25,1,2,2,36,"Unpopular"
938516,1031000,"421",12,750,14.48,51,147,77,2840,"Unpopular"
938519,1031100,"421",6,1750,27,1,1,1,12,"Unpopular"
938580,1031100,"209",12,1000,5.63,1,1,1,132,"Unpopular"
939176,1031100,"259",12,750,8.19,1,1,1,84,"Unpopular"
939400,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939416,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939445,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939449,1031200,"521",12,750,13.52,5,7,6,120,"Unpopular"
939533,1031200,"619",12,750,11.25,2,2,2,60,"Unpopular"
939611,1031200,"325",6,750,21,1,1,1,270,"Unpopular"
939645,1031200,"521",6,50,6,1,1,1,36,"Unpopular"
939649,1031200,"300",12,750,10.5,1,1,1,12,"Unpopular"
939653,1031200,"521",6,50,6,1,1,1,36,"Unpopular"
939665,1031200,"521",12,750,13.52,3,3,3,108,"Unpopular"
939666,1901200,"421",12,750,7.62,1,1,1,72,"Unpopular"
939671,1031200,"300",12,750,10.5,1,1,1,24,"Unpopular"
939709,1031200,"300",12,750,10.5,3,3,3,84,"Unpopular"
939730,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939743,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939747,1031200,"554",12,750,15,1,1,1,12,"Unpopular"
939777,1011100,"461",12,750,13.52,2,2,2,48,"Unpopular"
939783,1031200,"205",48,100,1.5,1,1,1,96,"Unpopular"
939791,1031200,"520",6,750,18.75,2,2,2,18,"Unpopular"
939820,1031100,"055",10,600,9,2,5,2,130,"Unpopular"
939838,1031200,"521",12,750,13.52,3,3,3,60,"Unpopular"
939856,1031200,"619",12,750,13.52,3,3,3,60,"Unpopular"
939900,1031200,"300",12,750,10.5,4,6,6,192,"Unpopular"
939906,1091000,"259",12,750,6.72,2,2,2,72,"Unpopular"
939915,1031200,"205",10,50,8.31,1,1,1,100,"Unpopular"
939924,1031100,"259",6,1750,21,1,2,1,60,"Unpopular"
939930,1031200,"380",6,1750,26.27,2,2,2,60,"Unpopular"
939943,1031200,"461",12,750,13.52,2,2,2,24,"Unpopular"
940012,1031200,"259",12,1000,8.63,1,1,1,24,"Unpopular"
940013,1031200,"259",12,750,6.75,4,4,4,252,"Unpopular"
940020,NA,"259",12,750,6.72,3,3,3,348,"Unpopular"
940055,NA,"259",6,1750,21,1,1,1,114,"Unpopular"
940064,1031200,"461",12,750,15.02,2,3,3,72,"Unpopular"
940067,1031200,"205",10,600,8.31,40,130,59,1040,"Unpopular"
940069,1031200,"205",24,200,2.99,2,2,2,90,"Unpopular"
940082,1031200,"448",6,750,27.5,5,7,6,114,"Unpopular"
940083,1031200,"448",6,750,27.5,2,2,2,12,"Unpopular"
940118,1031100,"300",6,1750,10.22,1,1,1,30,"Unpopular"
940131,1901200,"259",12,750,6.72,3,3,3,348,"Unpopular"
940146,NA,"259",12,750,6.72,2,2,2,168,"Unpopular"
940154,1031200,"259",6,1750,21,1,1,1,42,"Unpopular"
940189,1031200,"205",10,50,8.31,1,1,1,84,"Unpopular"
940190,1031200,"205",48,100,1.5,2,2,2,336,"Unpopular"
940203,1031200,"461",12,750,15.02,2,2,2,47,"Unpopular"
940229,1031200,"380",12,750,9.75,8,8,8,192,"Unpopular"
940230,1031200,"380",12,1000,11.25,2,2,2,96,"Unpopular"
940299,1031200,"205",6,1750,21,1,1,1,1,"Unpopular"
940333,1031100,"259",6,1750,21,1,1,1,42,"Unpopular"
940339,1031100,"287",6,750,16.44,1,1,1,6,"Unpopular"
940355,1901200,"259",12,750,6.72,1,1,1,12,"Unpopular"
940503,1031200,"300",12,750,4.97,1,1,1,180,"Unpopular"
940570,1031000,"065",12,750,15.74,2,2,2,240,"Unpopular"
940576,NA,"065",12,750,15.74,1,1,1,12,"Unpopular"
940590,1901200,"205",10,600,8.31,3,3,3,120,"Unpopular"
940591,1031200,"205",48,100,1.5,4,4,4,432,"Unpopular"
940595,1031200,"205",10,600,8.31,5,7,6,270,"Unpopular"
940596,1031200,"205",48,100,1.5,1,1,1,96,"Unpopular"
940658,1901200,"300",12,750,10.5,4,7,6,336,"Unpopular"
940669,1901200,"300",12,750,10.5,3,3,3,72,"Unpopular"
940800,1031200,"461",12,750,13.52,2,2,2,96,"Unpopular"
940813,1031200,"461",12,750,13.52,1,1,1,48,"Unpopular"
940831,NA,"461",12,750,15.02,20,34,27,765,"Unpopular"
941060,1901200,"259",12,750,6.72,30,81,45,2394,"Unpopular"
941063,1901200,"259",12,500,6.38,1,1,1,24,"Unpopular"
941146,1031200,"421",12,750,11.93,4,4,4,120,"Unpopular"
941161,1031200,"421",12,750,15.6,1,1,1,120,"Unpopular"
941167,1031200,"421",12,750,11.25,1,2,1,156,"Unpopular"
941219,1031200,"259",12,1000,8.63,1,1,1,12,"Unpopular"
941220,1901200,"259",12,750,6.72,4,4,4,360,"Unpopular"
941294,1901200,"259",12,750,6.72,38,85,49,2236,"Unpopular"
941310,1031100,"259",12,750,6.72,3,3,3,420,"Unpopular"
941328,1081400,"259",6,1750,14.67,1,1,1,114,"Unpopular"
941331,1901200,"259",12,750,6.72,3,3,3,156,"Unpopular"
941334,1031100,"259",12,750,6.72,2,2,2,108,"Unpopular"
941336,1901200,"259",12,750,6.72,3,3,3,420,"Unpopular"
941340,1901200,"259",12,750,6.72,5,5,5,480,"Unpopular"
941415,1031200,"259",6,1750,14.67,1,1,1,6,"Unpopular"
941467,1901200,"300",12,750,10.5,32,63,42,2250,"Unpopular"
941474,1901200,"971",12,750,21.38,4,4,4,59,"Unpopular"
941510,1032200,"395",12,750,27,2,3,2,96,"Unpopular"
941599,1031200,"380",24,375,5.18,1,1,1,24,"Unpopular"
941635,1031200,"380",48,200,2.96,1,1,1,48,"Unpopular"
941672,1031200,"259",6,1750,14.67,2,2,2,18,"Unpopular"
941695,1031200,"380",12,50,6.6,1,1,1,12,"Unpopular"
941699,1031200,"380",12,1000,11.25,1,1,1,24,"Unpopular"
941702,1031200,"380",12,1000,11.25,3,3,3,84,"Unpopular"
941778,1031200,"971",6,750,23.51,1,1,1,6,"Unpopular"
941834,1091200,"434",24,375,7.01,1,1,1,72,"Unpopular"
941836,NA,"434",12,750,16.26,9,23,11,3132,"Unpopular"
941848,1901200,"434",12,1000,16.88,1,1,1,60,"Unpopular"
941850,1901200,"259",12,750,6.72,4,4,4,360,"Unpopular"
941927,1031200,"259",12,750,6.75,4,4,4,72,"Unpopular"
941936,1901200,"300",12,750,10.5,4,5,5,204,"Unpopular"
941938,1901200,"300",12,750,10.5,2,3,3,288,"Unpopular"
941940,1901200,"300",12,750,10.5,3,5,5,600,"Unpopular"
941941,1901200,"300",12,750,10.5,43,86,58,2299,"Unpopular"
941991,1901200,"421",12,750,14.01,1,1,1,24,"Unpopular"
942025,1901200,"379",6,750,27,1,1,1,12,"Unpopular"
942031,1901200,"259",12,750,6.72,2,2,2,216,"Unpopular"
942063,1031200,"259",12,750,6.75,2,2,2,36,"Unpopular"
942068,1062300,"619",12,750,15,1,1,1,12,"Unpopular"
942082,1062100,"363",6,750,15.6,1,1,1,6,"Unpopular"
942085,1062300,"363",6,750,21.65,1,1,1,24,"Unpopular"
942086,1062300,"363",6,750,52.68,1,1,1,6,"Unpopular"
942088,1062300,"363",6,750,29.22,4,4,4,42,"Unpopular"
942100,1062200,"156",6,750,16.5,1,1,1,12,"Unpopular"
942102,1062100,"156",6,750,20.25,1,1,1,6,"Unpopular"
942110,1062200,"363",12,750,11.78,1,1,1,12,"Unpopular"
942154,1092100,"368",6,750,37.5,1,1,1,12,"Unpopular"
942155,1092100,"368",6,750,27.5,1,2,1,12,"Unpopular"
942162,1062500,"305",12,750,14.13,7,10,9,492,"Unpopular"
942171,1092100,"368",6,750,27,2,2,2,24,"Unpopular"
942186,1062200,"421",12,750,15,1,1,1,12,"Unpopular"
942230,1062400,"478",12,750,14.87,1,1,1,36,"Unpopular"
942243,1062500,"305",6,1750,22.55,1,1,1,12,"Unpopular"
942261,1062100,"035",6,750,60,1,1,1,6,"Unpopular"
942263,1062300,"035",3,750,225,2,2,2,6,"Unpopular"
942265,1062100,"305",12,750,25.38,3,3,3,84,"Unpopular"
942269,1062100,"391",6,750,60,1,1,1,6,"Unpopular"
942305,1062100,"240",6,750,135,1,1,1,6,"Unpopular"
942327,1062300,"477",12,750,18,2,2,2,36,"Unpopular"
942330,1062100,"477",12,750,26.76,4,6,5,108,"Unpopular"
942331,1062300,"600",6,750,51,1,1,1,6,"Unpopular"
942332,NA,"477",12,750,36.26,4,4,4,48,"Unpopular"
942347,1062100,"035",6,750,30,1,2,2,18,"Unpopular"
942350,1082100,"437",6,750,25.5,1,1,1,24,"Unpopular"
942351,1062100,"266",12,750,18.66,4,4,4,60,"Unpopular"
942359,1082100,"437",6,750,25.5,1,1,1,18,"Unpopular"
942392,1062100,"460",12,750,14,10,12,10,324,"Unpopular"
942393,1062100,"460",6,750,23.7,8,12,10,276,"Unpopular"
942395,1901200,"978",6,750,14.25,32,70,44,1530,"Unpopular"
942396,1901200,"978",6,750,16.5,17,33,24,858,"Unpopular"
942400,1062200,"235",12,750,19.16,1,1,1,24,"Unpopular"
942403,1062300,"235",6,750,27.41,4,6,5,138,"Unpopular"
942404,1062300,"235",6,750,96.81,3,4,4,36,"Unpopular"
942411,1062100,"035",6,750,26.25,1,2,2,36,"Unpopular"
942426,1901200,"460",12,750,11.43,5,5,5,156,"Unpopular"
942453,1062200,"266",12,750,15.03,4,4,4,108,"Unpopular"
942458,1062100,"266",12,750,16.25,6,8,7,144,"Unpopular"
942462,NA,"266",6,750,29.79,7,10,8,126,"Unpopular"
942481,1062100,"421",6,750,32.25,2,2,2,12,"Unpopular"
942532,1062300,"357",6,750,32.51,6,10,9,120,"Unpopular"
942576,1062300,"235",6,750,43.71,7,12,10,180,"Unpopular"
942606,1062300,"235",12,750,48.63,3,3,3,48,"Unpopular"
942616,1062300,"235",6,750,32.04,2,2,2,78,"Unpopular"
942626,1062100,"240",12,750,15,3,3,3,216,"Unpopular"
942631,1062300,"240",6,750,29.57,5,8,6,174,"Unpopular"
942636,1062200,"240",12,750,15.05,17,36,25,2576,"Unpopular"
942646,1062100,"240",12,750,15.05,2,2,2,36,"Unpopular"
942649,1901200,"240",6,750,39.75,5,6,5,78,"Unpopular"
942720,1062500,"370",48,200,2.99,1,1,1,48,"Unpopular"
942732,1062200,"421",6,750,23.01,3,3,3,84,"Unpopular"
942752,1062100,"421",6,750,45,2,2,2,24,"Unpopular"
942775,1062500,"305",12,750,19.04,1,1,1,12,"Unpopular"
942776,1062100,"305",12,750,41.51,1,2,2,24,"Unpopular"
942778,1062300,"260",12,50,22.35,1,1,1,12,"Unpopular"
942779,1901200,"260",6,750,82.49,6,9,6,132,"Unpopular"
942780,1062200,"305",12,750,15.45,1,1,1,12,"Unpopular"
942799,1062300,"368",6,750,30,3,5,4,66,"Unpopular"
942849,1901200,"978",6,750,20.4,17,36,24,594,"Unpopular"
942851,1062100,"978",6,750,41.1,2,2,2,18,"Unpopular"
