"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
31656,1041100,"434",12,750,5.1,98,439,166,40188,"Popular"
31657,1041100,"434",12,1000,6.45,92,251,147,32450,"Popular"
31658,1041100,"434",6,1750,10.67,105,512,171,79472,"Popular"
31718,1041100,"380",6,1750,12,37,83,51,4598,"Unpopular"
31719,1041100,"380",12,1000,6.57,29,60,41,19981,"Unpopular"
31862,1041100,"380",12,750,16.5,20,44,28,1412,"Unpopular"
31866,1041100,"380",6,750,16.5,37,98,48,3396,"Unpopular"
31970,1041100,"370",6,750,26.24,20,55,30,508,"Unpopular"
31983,1041100,"654",6,50,25.2,7,12,11,51,"Unpopular"
31985,1041100,"654",6,750,22.5,26,63,39,1640,"Unpopular"
31989,1041100,"306",6,50,15,22,40,30,219,"Unpopular"
31990,1041100,"306",6,750,24.26,42,107,59,5779,"Unpopular"
31991,1041100,"306",12,375,13.64,10,15,12,456,"Unpopular"
32001,1041100,"229",12,1000,5.25,9,11,10,368,"Unpopular"
32054,1041100,"506",12,750,28.76,4,4,4,11,"Unpopular"
32231,1041100,"370",12,500,4.95,103,943,191,94815,"Popular"
32232,1041100,"370",48,100,1.46,48,294,64,169565,"Popular"
32233,1041100,"370",48,200,2.99,58,457,81,217811,"Popular"
32234,1041100,"370",24,375,5.09,102,879,180,170878,"Popular"
32235,1041100,"370",12,750,9.74,111,797,281,28515,"Popular"
32236,1041100,"370",12,750,9.74,120,1329,313,107688,"Popular"
32237,1041100,"370",12,1000,11.24,74,231,102,22486,"Unpopular"
32238,1041100,"370",6,1750,17.99,95,565,142,56391,"Popular"
32426,1041100,"351",6,750,24.99,8,11,9,41,"Unpopular"
32460,1041100,"421",6,750,18.75,26,66,35,1679,"Unpopular"
32462,1041100,"421",6,750,18.75,26,65,33,1948,"Unpopular"
32464,1041100,"421",6,750,18.75,24,59,31,562,"Unpopular"
32819,1042100,"163",6,750,27.75,13,35,21,186,"Unpopular"
32826,1041100,"209",12,1000,5.63,5,6,5,53,"Unpopular"
32827,1041100,"209",6,1750,10.13,4,10,5,396,"Unpopular"
32836,1041100,"684",6,750,28.5,11,18,14,82,"Unpopular"
33110,1041200,"322",12,750,22.5,77,262,102,4394,"Unpopular"
33111,1041200,"322",6,50,20.88,56,160,70,757,"Unpopular"
33180,1041200,"654",6,750,25.5,48,120,67,5072,"Unpopular"
33181,1041200,"654",6,50,25.2,20,38,26,226,"Unpopular"
33256,1041200,"370",12,750,9.74,91,372,138,29457,"Popular"
33286,1041200,"370",12,750,9.74,33,80,45,908,"Unpopular"
33316,1081300,"434",12,750,7.11,56,106,74,1218,"Unpopular"
33462,1032100,"537",4,100,33.53,5,6,6,57,"Unpopular"
33466,1032200,"370",10,600,8.82,74,314,113,15254,"Unpopular"
33467,1032200,"370",12,750,17.24,98,531,155,43024,"Popular"
33469,1032200,"370",6,1750,29.99,19,30,25,1011,"Unpopular"
33489,1032100,"537",12,750,9.75,10,14,13,139,"Unpopular"
33490,1032100,"537",6,1750,16.49,6,7,7,57,"Unpopular"
33507,1032100,"065",6,750,35.43,6,8,7,31,"Unpopular"
33518,1032200,"065",12,750,11.03,48,109,63,1877,"Unpopular"
33528,1032100,"420",6,750,25.73,10,24,16,414,"Unpopular"
33567,1032200,"115",12,750,13.13,34,73,41,611,"Unpopular"
33569,1032200,"115",6,1750,20.1,20,37,26,602,"Unpopular"
33616,1032200,"065",24,375,5.36,5,5,5,25,"Unpopular"
33621,1032200,"065",24,375,5.36,6,7,6,19,"Unpopular"
33642,1032200,"065",12,500,8.1,37,69,52,603,"Unpopular"
33647,1032100,"065",12,500,8.1,37,95,50,1575,"Unpopular"
33653,1032100,"239",6,1750,21,5,11,8,145,"Unpopular"
33658,1032200,"115",12,750,12.38,99,538,157,40532,"Popular"
33660,1032200,"115",6,1750,19.5,42,141,59,6679,"Unpopular"
33663,1032200,"115",12,750,12.38,102,633,165,49280,"Popular"
33665,1032200,"115",6,1750,19.5,45,141,67,7404,"Unpopular"
33672,1032200,"035",6,750,27.74,35,100,52,1412,"Unpopular"
33697,1041300,"055",12,1000,8.13,28,48,34,488,"Unpopular"
33717,1041300,"434",12,1000,8.13,107,401,202,13666,"Unpopular"
33894,1031200,"434",12,1000,11.25,12,24,18,656,"Unpopular"
33900,1031200,"434",12,1000,11.25,14,29,19,656,"Unpopular"
33935,1031200,"434",12,1000,11.25,12,20,16,896,"Unpopular"
33937,1031200,"434",12,1000,11.25,44,94,62,17994,"Unpopular"
33938,1031200,"434",12,1000,11.25,12,22,16,444,"Unpopular"
33971,1032100,"420",6,750,28.49,21,56,31,1920,"Unpopular"
33983,1032200,"370",12,750,17.24,43,112,59,2366,"Unpopular"
34001,1032100,"370",10,600,11.88,118,1191,278,83792,"Popular"
34003,1032100,"370",24,200,4.49,77,468,124,85651,"Popular"
34004,1032100,"370",24,375,7.49,114,989,243,114041,"Popular"
34006,1032100,"370",12,750,17.24,127,1856,409,496300,"Popular"
34007,1032100,"370",12,1000,22.49,115,660,264,229666,"Popular"
34008,1032100,"370",6,1750,29.99,113,852,233,144247,"Popular"
34014,1032200,"370",12,750,17.24,95,410,151,27407,"Popular"
34015,1032200,"370",12,1000,22.49,40,83,52,4163,"Unpopular"
34026,1032200,"370",12,750,17.24,88,309,147,16121,"Unpopular"
34029,1032200,"370",12,1000,22.49,89,272,145,83126,"Popular"
34030,1032200,"370",12,750,17.24,111,806,214,84627,"Popular"
34032,1032200,"370",6,1750,29.99,46,123,68,10105,"Unpopular"
34033,1032200,"370",24,200,4.49,12,16,12,2688,"Unpopular"
34036,1032200,"370",12,750,17.24,93,394,152,38853,"Popular"
34051,1032200,"370",12,1000,22.49,50,107,68,6472,"Unpopular"
34052,1032200,"370",12,750,17.24,99,422,154,34191,"Popular"
34061,1032200,"370",12,750,17.24,76,206,105,6434,"Unpopular"
34076,1032200,"370",12,750,17.24,90,330,146,23769,"Unpopular"
34078,1032200,"370",12,1000,22.49,42,100,61,5936,"Unpopular"
34089,1032100,"368",6,750,12,17,23,19,281,"Unpopular"
34092,1032200,"420",6,750,25.73,22,61,33,1613,"Unpopular"
34113,1032200,"370",24,200,4.49,11,20,15,2958,"Unpopular"
34116,1032200,"370",12,750,17.24,94,405,144,24014,"Unpopular"
34117,1032200,"370",12,1000,22.49,66,156,91,33764,"Popular"
34122,1032100,"255",6,750,34.98,95,398,158,4579,"Unpopular"
34154,1032100,"420",12,375,11.24,34,112,46,2489,"Unpopular"
34155,1032100,"420",6,750,25.73,75,375,115,24748,"Unpopular"
34158,1032100,"420",6,1750,51.72,23,51,32,589,"Unpopular"
34162,1032100,"420",6,1000,30.93,45,104,63,9134,"Unpopular"
34164,1032100,"260",24,200,7.5,56,331,75,27472,"Popular"
34188,1032100,"065",6,750,18.75,67,308,94,14648,"Unpopular"
34189,1032200,"065",6,750,18.75,61,261,92,13083,"Unpopular"
34197,1032100,"260",12,375,13.88,58,414,87,18330,"Unpopular"
34244,1032100,"305",6,750,23.75,58,182,89,7689,"Unpopular"
34255,1032200,"065",6,750,18.75,46,176,68,6333,"Unpopular"
34267,1032200,"035",6,750,27.74,47,155,64,2511,"Unpopular"
34300,1032100,"065",12,375,11.03,15,37,20,473,"Unpopular"
34329,1032200,"065",12,375,11.03,8,14,11,154,"Unpopular"
34359,1032100,"035",12,200,7.5,76,569,128,249773,"Popular"
34366,1032100,"421",12,750,7.49,67,250,108,44560,"Popular"
34368,1032100,"421",6,1750,12.74,82,317,124,295377,"Popular"
34385,1032100,"305",6,1750,12.74,15,24,18,914,"Unpopular"
34395,1032200,"065",6,750,18.75,69,272,107,18970,"Unpopular"
34421,1032100,"035",10,600,30,88,465,148,4234,"Unpopular"
34422,1032100,"035",6,1000,33.75,103,464,205,156747,"Popular"
34423,1032100,"035",12,375,13.5,102,871,190,89183,"Popular"
34425,1032100,"035",6,1750,53.13,89,473,148,30006,"Popular"
34433,1032100,"035",12,750,27.74,124,1495,334,148596,"Popular"
34436,1032200,"035",6,750,27.74,55,194,83,2419,"Unpopular"
34449,1032200,"260",12,750,18.75,53,183,79,13877,"Unpopular"
34451,1032100,"260",12,500,14.85,29,70,40,353,"Unpopular"
34454,1032100,"260",12,375,8.99,54,213,74,15617,"Unpopular"
34456,1032100,"260",12,750,18.75,116,966,218,113183,"Popular"
34457,1032100,"260",12,1000,24.75,81,272,133,89140,"Popular"
34458,1032100,"260",6,1750,33,83,364,118,52775,"Popular"
34505,1032100,"267",12,1000,10.5,12,14,13,472,"Unpopular"
34546,1032100,"434",12,750,10.5,45,143,66,8732,"Unpopular"
34566,1032100,"434",6,1750,15,26,79,36,8353,"Unpopular"
34578,1032100,"065",6,1750,18.89,91,484,135,185841,"Popular"
34579,1032100,"065",12,750,11.03,79,428,116,34631,"Popular"
34596,1032100,"978",12,750,11.13,9,13,11,229,"Unpopular"
34598,1032100,"978",6,1750,18.51,11,12,11,81,"Unpopular"
34605,1032200,"035",6,750,27.74,43,137,62,2387,"Unpopular"
34606,1032200,"035",6,750,27.74,52,98,58,1140,"Unpopular"
34629,1032200,"065",12,750,11.03,26,58,34,651,"Unpopular"
34678,1032100,"390",12,750,18.75,18,34,24,314,"Unpopular"
34690,1032100,"267",12,750,9.75,44,149,67,12697,"Unpopular"
34698,1031100,"065",24,375,5.36,12,20,16,313,"Unpopular"
34702,1031200,"434",12,750,10.5,44,123,62,13249,"Unpopular"
34729,1032100,"277",6,750,37.49,37,116,55,1826,"Unpopular"
34737,1032200,"277",12,1000,23.96,22,52,30,4183,"Unpopular"
34746,1032100,"277",12,750,14.99,95,405,142,42069,"Popular"
34747,1032100,"277",12,1000,23.96,65,157,89,22113,"Unpopular"
34748,1032100,"277",6,1750,29.99,52,172,78,8515,"Unpopular"
34753,1032100,"240",6,750,16.46,67,263,97,32814,"Popular"
34759,1032100,"240",6,1750,27.75,31,70,45,6335,"Unpopular"
34786,1032200,"277",12,750,14.99,51,173,81,14999,"Unpopular"
34787,1032200,"277",12,1000,23.96,25,57,37,14989,"Unpopular"
34812,1032200,"115",12,750,12.38,80,351,118,14971,"Unpopular"
34815,1032200,"115",12,750,12.38,59,180,80,4823,"Unpopular"
34818,1701100,"115",10,50,8.85,36,94,45,1536,"Unpopular"
34819,1032100,"115",12,1000,12,42,105,64,10287,"Unpopular"
34820,1032100,"115",12,750,12.38,116,1235,275,132039,"Popular"
34821,1032100,"115",6,1750,19.5,104,756,173,380414,"Popular"
34823,1032200,"115",12,750,12.38,74,217,102,9235,"Unpopular"
34839,1032200,"115",12,750,12.38,63,245,94,8961,"Unpopular"
34856,1032100,"260",12,750,10.5,59,190,80,18800,"Unpopular"
34870,1032200,"277",12,750,14.99,52,169,77,10886,"Unpopular"
34871,1032200,"277",12,1000,23.96,35,94,54,28148,"Popular"
34876,1032200,"277",12,750,14.99,26,59,36,2066,"Unpopular"
34877,1032200,"277",12,1000,23.96,19,39,27,2461,"Unpopular"
34881,1032200,"277",12,1000,23.96,39,91,53,9851,"Unpopular"
34886,1032200,"395",12,750,14.94,29,69,40,2101,"Unpopular"
34919,1032100,"395",6,1750,24,33,85,48,9701,"Unpopular"
34935,1032100,"395",12,750,14.94,72,223,106,3676,"Unpopular"
34959,1032200,"395",12,750,14.94,34,80,48,2596,"Unpopular"
34972,1032200,"395",12,750,14.94,58,179,88,26904,"Popular"
34995,1032200,"395",12,750,14.94,64,193,99,30983,"Popular"
35022,1032200,"421",6,750,18,22,34,28,309,"Unpopular"
35039,1032200,"395",12,750,14.94,30,70,40,2775,"Unpopular"
35109,1032100,"239",12,750,14.15,54,159,74,10732,"Unpopular"
35117,1032200,"421",10,600,10.8,37,59,45,239,"Unpopular"
35179,1031200,"434",12,750,10.5,42,124,59,10717,"Unpopular"
35213,1032100,"267",6,1750,16.49,52,188,74,18454,"Unpopular"
35222,1032200,"065",12,750,11.03,6,13,9,130,"Unpopular"
35245,1032200,"115",6,1750,20.1,12,20,16,342,"Unpopular"
35313,1031100,"055",48,200,1.7,50,159,77,38352,"Popular"
35314,1031100,"055",24,375,2.57,103,522,232,115636,"Popular"
35315,1031100,"055",12,750,5.06,84,346,157,81586,"Popular"
35316,1031100,"055",12,750,5.06,100,539,204,71384,"Popular"
35317,1031100,"055",12,1000,5.96,97,351,162,765123,"Popular"
35318,1031100,"055",6,1750,10.38,114,710,218,306760,"Popular"
35354,1032200,"370",12,750,17.24,85,410,137,24386,"Unpopular"
35416,1031100,"259",12,750,6.72,112,708,243,116989,"Popular"
35418,1031100,"259",6,1750,14.22,93,426,150,61363,"Popular"
35427,1032100,"239",12,750,18.75,39,89,50,4018,"Unpopular"
35435,1032100,"115",12,750,12.38,77,307,130,14156,"Unpopular"
35453,1032200,"115",12,750,12.38,73,259,100,7306,"Unpopular"
35505,1032200,"065",12,750,11.03,34,57,42,365,"Unpopular"
35527,1031200,"394",6,750,22.5,75,209,118,3711,"Unpopular"
35586,1031100,"125",6,750,18.45,24,77,40,3378,"Unpopular"
35626,1032200,"065",12,750,11.03,98,456,179,31730,"Popular"
35628,1032200,"065",6,1750,18.89,59,169,78,13236,"Unpopular"
35699,1031200,"434",12,750,10.5,93,329,157,40606,"Popular"
35759,1032100,"305",6,750,21.87,7,10,8,35,"Unpopular"
35776,1031100,"055",10,600,5.88,75,311,114,10335,"Unpopular"
35780,1032200,"065",12,750,11.03,40,82,54,1184,"Unpopular"
35863,1700000,"421",1,750,233.99,17,23,20,33,"Unpopular"
35913,1031100,"297",48,200,1.7,93,541,156,283088,"Popular"
35914,1031100,"297",24,375,2.9,110,770,240,385913,"Popular"
35916,1031100,"297",12,750,5.06,119,942,295,275699,"Popular"
35917,1031100,"297",12,1000,6.26,108,576,241,244090,"Popular"
35918,1031100,"297",6,1750,10.8,123,1231,348,502819,"Popular"
35926,1031100,"297",12,750,5.06,113,719,271,309970,"Popular"
35934,1032200,"035",6,750,27.74,60,173,82,1933,"Unpopular"
35944,1031100,"055",24,375,2.61,36,114,54,56951,"Popular"
35946,1031100,"055",12,750,4.5,66,235,102,41581,"Popular"
35947,1031100,"055",12,1000,5.25,39,109,61,70685,"Popular"
35948,1031100,"055",6,1750,9.75,86,373,138,156304,"Popular"
35964,1032200,"395",12,750,14.94,80,270,123,9282,"Unpopular"
36006,1031100,"305",6,750,18,28,73,42,3124,"Unpopular"
36015,1032200,"065",12,750,11.03,40,82,48,938,"Unpopular"
36034,1031200,"434",12,750,10.5,43,128,58,9167,"Unpopular"
36076,1032100,"492",6,1750,18,10,10,10,571,"Unpopular"
36092,1032100,"305",6,750,25.38,12,22,18,132,"Unpopular"
36108,1031100,"065",6,1750,13.38,19,31,22,1091,"Unpopular"
36122,NA,"259",12,750,13.5,65,207,85,10446,"Unpopular"
36124,1031100,"259",6,1750,21,43,102,59,3773,"Unpopular"
36186,1031100,"260",12,750,7.89,55,151,77,10745,"Unpopular"
36188,1031100,"260",6,1750,14.61,51,146,64,11088,"Unpopular"
36258,1031100,"229",12,750,7.5,21,39,27,4988,"Unpopular"
36265,1031100,"322",12,500,7.01,30,45,33,351,"Unpopular"
36266,1031100,"322",12,750,15,34,91,48,2508,"Unpopular"
36301,1031100,"434",12,500,6.2,122,1438,349,151865,"Popular"
36302,1031100,"434",48,200,1.73,77,406,129,145820,"Popular"
36304,1031100,"434",24,375,2.79,120,1440,358,752085,"Popular"
36305,1031100,"434",12,750,5.01,118,1223,346,504692,"Popular"
36306,1031100,"434",12,750,5.01,124,1481,365,545508,"Popular"
36307,1031100,"434",12,1000,6.08,112,722,256,294547,"Popular"
36308,1031100,"434",6,1750,10.76,129,1866,419,1126753,"Popular"
36311,1032200,"115",12,750,12.38,34,72,46,1136,"Unpopular"
36315,1032100,"115",12,750,15.38,11,30,17,202,"Unpopular"
36354,1701100,"231",12,750,9.99,45,78,55,3977,"Unpopular"
36356,1701100,"231",6,1750,15,50,78,63,5194,"Unpopular"
36369,1031100,"305",12,1000,9.26,9,12,11,154,"Unpopular"
36384,1032200,"395",12,750,14.94,28,50,33,610,"Unpopular"
36390,1032100,"255",6,750,44.99,66,162,90,975,"Unpopular"
36406,1032100,"962",12,750,28.26,7,8,7,34,"Unpopular"
36435,1032200,"115",12,750,12.38,85,292,121,12044,"Unpopular"
36447,1031100,"402",12,750,18.81,79,277,132,19668,"Unpopular"
36460,1032100,"277",12,750,14.99,9,12,11,47,"Unpopular"
36468,1032200,"065",6,750,18.75,54,212,78,9126,"Unpopular"
36473,1032200,"065",6,750,18.75,46,198,71,4051,"Unpopular"
36482,1032100,"115",24,375,7.5,54,269,74,13731,"Unpopular"
36494,1032200,"395",12,750,14.93,17,35,25,283,"Unpopular"
36498,1032200,"395",12,750,14.93,16,27,21,247,"Unpopular"
36527,1032200,"065",12,375,11.03,8,12,10,106,"Unpopular"
36531,1032200,"090",6,750,33.75,31,79,44,2549,"Unpopular"
36535,1031100,"402",1,3000,90,8,12,10,34,"Unpopular"
36552,1031100,"229",1,3000,45,5,7,6,40,"Unpopular"
36574,1032200,"115",10,600,9.32,83,341,133,5563,"Unpopular"
36576,1032200,"115",12,750,12.38,101,626,166,42323,"Popular"
36578,1032200,"115",6,1750,19.5,47,168,64,7915,"Unpopular"
36591,1031100,"322",6,500,7.43,59,197,81,2492,"Unpopular"
36592,1031100,"322",12,750,10.5,62,157,83,2854,"Unpopular"
36595,1031100,"322",6,1750,18.75,26,52,30,2079,"Unpopular"
36604,1031200,"259",6,600,7.38,43,92,55,1752,"Unpopular"
36606,1031200,"259",12,750,13.5,63,182,93,12358,"Unpopular"
36614,1031200,"434",6,1750,15,20,41,30,1723,"Unpopular"
36616,1031200,"205",24,200,2.99,20,97,27,6263,"Unpopular"
36617,1031200,"205",24,375,5.25,43,241,61,15384,"Unpopular"
36618,1031200,"205",12,750,11.25,80,463,118,40679,"Popular"
36620,1031200,"205",6,1750,21,27,62,33,1452,"Unpopular"
36641,1032200,"395",12,750,14.94,29,56,37,582,"Unpopular"
36644,1032200,"395",12,750,14.94,22,45,28,484,"Unpopular"
36648,1031100,"055",12,750,4.97,52,91,62,92538,"Popular"
36650,1031100,"055",6,1750,10.38,51,85,60,101201,"Popular"
36667,1031100,"434",12,1000,5.76,37,72,47,24115,"Unpopular"
36668,1031100,"434",6,1750,10.56,69,138,89,14690,"Unpopular"
36673,1031100,"519",12,750,16.5,59,162,81,3392,"Unpopular"
36679,1031100,"065",6,750,18.75,38,91,57,3105,"Unpopular"
36685,1032200,"370",24,375,9.74,22,35,25,244,"Unpopular"
36690,1031100,"055",24,375,3.17,42,57,50,10666,"Unpopular"
36694,1032100,"420",6,750,26.24,29,95,47,1138,"Unpopular"
36697,1032100,"420",6,750,26.24,29,100,45,1172,"Unpopular"
36707,1032200,"420",6,750,25.73,17,37,24,240,"Unpopular"
36709,1031100,"232",6,750,16.5,15,29,21,325,"Unpopular"
36723,1031100,"116",6,750,29.25,43,97,57,817,"Unpopular"
36733,1031100,"322",6,1750,22.5,25,63,34,2709,"Unpopular"
36749,1031200,"461",12,750,13.52,29,71,39,1297,"Unpopular"
36756,1701100,"370",12,750,14.99,45,104,65,9024,"Unpopular"
36760,1031100,"442",12,750,19.98,10,29,16,639,"Unpopular"
36763,1031100,"260",12,500,7.35,37,72,47,1218,"Unpopular"
36764,1031100,"260",12,750,13.94,37,96,51,3261,"Unpopular"
36765,1031100,"260",6,1750,25.94,24,50,33,1011,"Unpopular"
36767,1701100,"370",10,50,8.82,40,90,50,1253,"Unpopular"
36769,1032200,"370",12,750,17.24,74,273,118,15782,"Unpopular"
36790,1701100,"305",6,750,19.23,22,50,33,543,"Unpopular"
36808,1032200,"277",12,750,14.99,37,111,51,3351,"Unpopular"
36870,1032100,"260",12,1000,34.13,40,114,54,4007,"Unpopular"
36871,1032100,"260",12,750,24.74,91,560,147,15991,"Unpopular"
36872,1031100,"229",1,3000,45,57,201,91,935,"Unpopular"
36873,1031100,"229",12,750,4.5,109,945,346,201289,"Popular"
36874,1031100,"229",12,1000,5.25,67,193,100,220831,"Popular"
36875,1031100,"229",6,1750,9.75,91,493,161,163776,"Popular"
36878,1031100,"566",6,750,11.9,57,245,92,28706,"Popular"
36880,1031100,"564",6,750,16.16,13,36,23,426,"Unpopular"
36886,1031100,"300",12,750,4.97,109,902,239,376193,"Popular"
36887,1031100,"300",12,1000,6.2,87,396,140,129213,"Popular"
36889,1031100,"421",12,1000,5.96,35,70,50,53527,"Popular"
36900,1031100,"421",6,1750,10.38,63,197,94,128114,"Popular"
36901,1031100,"300",6,500,7.05,106,754,252,55612,"Popular"
36903,1031100,"300",48,200,1.7,104,803,241,987193,"Popular"
36904,1031100,"300",24,375,2.7,117,1376,359,1758701,"Popular"
36908,1031100,"300",6,1750,11.21,117,948,239,286250,"Popular"
36924,1032100,"065",6,750,22.5,27,89,43,1958,"Unpopular"
36928,1031100,"803",12,1000,8.63,7,10,9,161,"Unpopular"
36962,1701100,"259",1,50,75.6,8,11,10,14,"Unpopular"
36964,1032100,"035",8,50,30,84,498,142,5038,"Unpopular"
36965,1031100,"205",10,500,8.31,99,795,179,63227,"Popular"
36966,1031100,"205",48,100,1.5,33,139,38,44137,"Popular"
36967,1031100,"205",24,200,2.99,53,366,78,126003,"Popular"
36968,1031100,"205",24,375,5.25,87,719,138,221329,"Popular"
36969,1031100,"205",12,750,11.25,116,1447,303,306576,"Popular"
36970,1031100,"205",12,1000,11,57,231,84,43326,"Popular"
36971,1031100,"205",6,1750,21,98,743,162,68986,"Popular"
36974,1031100,"421",24,375,2.57,43,185,55,110264,"Popular"
36976,1031100,"421",12,750,4.91,78,332,113,66317,"Popular"
36978,1031100,"421",6,1750,10.38,95,486,157,277146,"Popular"
36982,1031100,"205",10,50,8.31,28,48,35,312,"Unpopular"
36983,1031100,"205",12,750,12.75,47,112,61,1256,"Unpopular"
36985,1031100,"229",24,375,2.69,95,492,238,81911,"Popular"
36986,1032100,"118",6,750,21.89,59,136,78,1118,"Unpopular"
36989,1031100,"229",12,750,5.24,73,284,141,40019,"Popular"
37010,1032200,"115",10,50,12.84,48,105,59,393,"Unpopular"
37012,1032200,"115",12,750,12.38,82,395,122,6851,"Unpopular"
37014,1032200,"115",6,1750,19.5,29,87,41,1276,"Unpopular"
37020,1031100,"325",6,750,21,54,122,81,5240,"Unpopular"
37040,1031100,"273",6,750,22.5,64,177,95,3447,"Unpopular"
37043,1032200,"277",10,50,8.82,30,45,35,471,"Unpopular"
37044,1032200,"277",12,750,14.99,37,96,49,2899,"Unpopular"
37047,1031100,"586",12,1000,18.89,67,172,98,7921,"Unpopular"
37048,1031100,"586",6,1750,28.25,48,102,63,2474,"Unpopular"
37055,1701100,"163",6,750,16.5,71,193,104,1367,"Unpopular"
37067,1031100,"055",12,1000,5.96,11,16,12,1860,"Unpopular"
37069,1032100,"368",12,750,13.5,17,31,25,395,"Unpopular"
37091,1031100,"698",6,750,15.5,6,6,6,64,"Unpopular"
37095,1031100,"566",12,750,12.65,69,145,105,14660,"Unpopular"
37097,1031100,"055",12,1000,5.96,8,9,9,1067,"Unpopular"
37103,1031100,"566",6,750,15.38,96,445,220,8595,"Unpopular"
37105,1032100,"305",6,750,26.91,18,39,26,175,"Unpopular"
37125,1031100,"125",12,1000,18.75,49,141,72,9500,"Unpopular"
37131,1031100,"594",12,750,12.08,32,48,37,5026,"Unpopular"
37141,1031100,"322",6,750,10.5,32,74,42,577,"Unpopular"
37147,1031100,"322",12,750,12.75,35,63,46,1181,"Unpopular"
37178,1031100,"626",6,1750,10.5,19,26,21,320,"Unpopular"
37182,1701100,"370",6,750,13.49,51,181,72,3344,"Unpopular"
37189,1031100,"566",1,50,45,20,34,28,58,"Unpopular"
37195,1031100,"706",12,750,27,5,6,6,36,"Unpopular"
37203,1031100,"163",3,1000,104.87,25,30,25,43,"Unpopular"
37204,1031100,"163",6,750,22.5,52,123,74,1037,"Unpopular"
37215,1031100,"584",12,750,15,21,35,28,404,"Unpopular"
37217,1031100,"434",12,1000,6.38,39,77,48,12609,"Unpopular"
37231,1032100,"255",6,750,41.24,59,138,82,604,"Unpopular"
37233,1031100,"205",12,750,11.25,44,116,68,1904,"Unpopular"
37240,1700000,"255",6,750,39,26,47,32,216,"Unpopular"
37256,1031100,"163",6,750,12.75,7,10,8,71,"Unpopular"
37257,1031100,"229",12,750,4.5,20,39,24,2194,"Unpopular"
37258,1031100,"229",12,1000,5.25,16,29,17,48357,"Popular"
37259,1031100,"229",6,1750,9.75,23,53,31,7972,"Unpopular"
37273,1032100,"118",1,50,171.36,31,62,40,100,"Unpopular"
37277,1031100,"164",12,1000,25.5,7,8,7,176,"Unpopular"
37280,1031100,"421",12,750,6.3,4,4,4,29,"Unpopular"
37281,1031100,"421",6,1750,10.5,2,2,2,12,"Unpopular"
37302,1032100,"115",12,750,13.13,68,230,105,2801,"Unpopular"
37304,1032100,"115",6,1750,20.1,25,64,39,1136,"Unpopular"
37305,1081300,"421",12,50,6.45,38,59,46,668,"Unpopular"
37332,1031100,"380",48,200,2.01,13,22,15,833,"Unpopular"
37336,1031100,"380",12,750,9.75,104,634,187,55949,"Popular"
37338,1031100,"380",6,1750,16.49,102,626,180,184253,"Popular"
37346,1031100,"380",12,750,5.36,91,350,131,63924,"Popular"
37347,1031100,"380",12,1000,6.44,78,252,130,282933,"Popular"
37348,1031100,"380",6,1750,11.4,108,622,182,241923,"Popular"
37356,1031100,"380",12,750,5.36,76,284,117,82298,"Popular"
37364,1031100,"380",12,500,6.6,28,56,40,706,"Unpopular"
37381,1031100,"380",12,750,12.77,8,14,11,247,"Unpopular"
37384,1031100,"626",12,750,9,8,12,10,89,"Unpopular"
37389,1032200,"118",12,375,14.55,40,79,55,615,"Unpopular"
37391,1031100,"164",6,750,34.01,18,26,22,127,"Unpopular"
37393,1031100,"525",12,750,14.22,32,56,44,629,"Unpopular"
37394,1031100,"525",12,750,14.22,30,62,47,1053,"Unpopular"
37403,1032200,"370",6,750,14.99,74,291,120,3200,"Unpopular"
37413,1031100,"421",48,200,2.63,35,90,45,11873,"Unpopular"
37414,1031100,"421",24,375,4.5,59,204,88,18522,"Unpopular"
37416,1031100,"421",12,750,6.75,77,264,120,16912,"Unpopular"
37417,1031100,"421",12,1000,8.25,65,174,99,44536,"Popular"
37418,1031100,"421",6,1750,12.75,95,444,160,64760,"Popular"
37421,1031100,"657",6,750,17,18,31,23,156,"Unpopular"
37426,1031100,"421",12,750,6.75,58,187,89,27200,"Popular"
37465,1031100,"229",12,1000,13.8,6,13,9,551,"Unpopular"
37481,1701100,"229",12,750,12,3,3,3,15,"Unpopular"
37495,1031100,"421",24,375,2.58,3,5,3,46,"Unpopular"
37496,1031100,"421",48,100,2.01,3,3,3,59,"Unpopular"
37497,1031100,"421",10,50,5.94,15,22,19,95,"Unpopular"
37523,1031100,"380",12,750,16.5,21,53,31,1557,"Unpopular"
37526,1031100,"380",6,750,16.5,48,124,65,3256,"Unpopular"
37528,1031100,"380",6,1750,26.27,6,8,8,137,"Unpopular"
37586,1031100,"421",12,750,11.25,30,54,38,978,"Unpopular"
37605,1031100,"229",12,750,4.5,11,25,16,4341,"Unpopular"
37606,1031100,"229",12,1000,5.25,11,15,11,3936,"Unpopular"
37607,1031100,"229",6,1750,9.75,20,40,25,4152,"Unpopular"
37630,1031100,"654",6,750,20.25,20,43,28,1110,"Unpopular"
37631,1031100,"654",6,50,21.6,7,17,11,76,"Unpopular"
37640,1031100,"306",6,750,21.03,22,50,30,1965,"Unpopular"
37641,1031100,"306",6,500,15,11,19,13,135,"Unpopular"
37642,1031100,"306",6,750,15.26,31,99,48,13357,"Unpopular"
37663,1031100,"380",12,750,9.45,77,169,94,43986,"Popular"
